"","new_window","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","var_roll_belt","avg_pitch_belt","var_pitch_belt","avg_yaw_belt","var_yaw_belt","var_accel_arm","avg_roll_arm","var_roll_arm","avg_pitch_arm","var_pitch_arm","avg_yaw_arm","var_yaw_arm","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","var_yaw_dumbbell","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","var_roll_forearm","avg_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","var_yaw_forearm","classe"
"10483","yes",-1.131564,-0.614955,NA,-0.257618,1.186727,NA,-92.5,4,-1.1,-93,3,-1.1,0.5,1,0,0.2,1.1,0.1,6.4,0.2,-92.7,0.02,43.7451,70.4518,29.3,9.5632,223.6726,81.2518,339.6462,-0.83172,-0.71062,-0.44575,-0.56127,-0.49642,-0.85648,27.5,105,32,-22.4,40.6,10,49.9,64.4,22,2.1765,-0.1231,NA,-1.0536,0.5332,NA,19.2,103,2.2,-78,-15.4,2.2,97.2,118.4,0,3,1.413,-114.4985,1126.5167,-14.4556,313.0155,31.1565,721.1932,-1.6462,-1.6388,NA,-0.3676,-0.5184,NA,53.3,178,-1.6,-3.6,-179,-1.6,56.85,357,0,27,62.03117,68.375,20096.42045,29.5475,534.67967,18.94464,19186.35961,"C"
"10507","yes",-0.955671,-0.409563,NA,-0.536031,0.490266,NA,-92.9,4,-1,-93.2,2,-1,0.3,2,0,0.2,1.1,0.1,6.3,0,-93,0.01,42.3556,70.9733,14.8761,-10.8582,538.0715,51.8356,465.5046,-1.44572,-1.21779,-1.32642,0.42957,0.50947,0.42048,28.1,91.9,31,-37.1,28,11,65.2,63.9,20,-0.1098,-0.6273,NA,-0.486,0.7087,NA,2.8,75.2,-0.1,-30.5,-17.9,-0.1,33.38,93.11,0,4,0.5131,-128.963,370.3878,-11.0323,56.3503,16.8486,698.1253,-0.837,0.0012,NA,0.6852,0.9453,NA,50.6,168,-0.8,-7.8,91,-0.8,58.43,77,0,44,39.61818,142.86667,22.3,12.80667,356.72231,113.93556,462.17507,"C"
"10558","yes",0.405671,-1.632765,NA,-0.449339,-0.648167,NA,-92.6,3,0.4,-93.1,2,0.4,0.5,1,0,0.2,2,0.1,6.4,0.2,-92.8,0.01,33.1126,70.654,10.5977,-8.0176,349.9033,47.5413,407.7176,-1.33462,-1.18365,-0.74268,0.27405,0.29611,0.68393,25.7,87.4,30,-32.4,21.6,11,58.1,65.8,19,5.1871,-0.108,NA,-1.6752,0.8118,NA,6.3,134.9,5.2,-79.7,-2.8,5.2,86.06,137.68,0,3,0.9585,-104.8775,934.7225,-15.7554,211.9553,45.0292,1054.2209,-1.6078,-1.5736,NA,-0.4126,-0.564,NA,51.7,179,-1.6,0.4,-175,-1.6,51.26,354,0,42,55.532,41.53968,21703.80082,30.37778,381.10797,21.37143,16391.52788,"C"
"10611","yes",1.060154,NA,NA,0.075446,NA,NA,-93.2,3,1.1,-93.4,3,1.1,0.2,0,0,0,1,0,6.9,0,-93.3,0,50.8159,66,24.4956,-14.1276,423.5501,41.6,593.3231,-1.00237,-0.77423,-0.04059,0.66935,0.74268,0.81622,25.9,93,35,-36.6,15.6,9,62.5,77.4,26,0.727,0.1413,NA,-0.935,0.3207,NA,0,113.9,0.7,-46.6,7.8,0.7,46.57,106.09,0,2,0.4971,-94.945,712.0856,-15.6746,130.0874,56.7953,610.1045,-1.0172,1.0334,NA,0.5625,1.35,NA,54.2,179,-1,5.5,89.6,-1,48.75,89.4,0,41,23.37585,141.30435,91.5942,24.605,265.25155,111.68478,576.2431,"C"
"10665","yes",-1.213242,9.804491,NA,0.091511,-3.383648,NA,-87.6,5,-1.2,-87.8,4,-1.2,0.2,1,0,0.1,0.6,0,3.9,0.4,-87.7,0.01,51.3468,0,0,0,0,0,0,NA,NA,-0.65696,NA,NA,-0.51199,0,0,44,0,0,18,0,0,26,-0.0035,-0.0747,NA,0.6655,0.5856,NA,-42,-55.5,0,-57.8,-84.3,0,15.81,28.81,0,29,0.9172,59.1598,80.9899,-51.5927,13.6504,-72.6853,46.9396,-0.9121,-0.5883,NA,0.1932,-0.7554,NA,14.7,174,-0.9,2.9,84.4,-0.9,11.84,89.6,0,34,23.87003,164.63636,23.49495,9.006,9.34064,143.26727,720.46335,"C"
"10741","yes",-0.198495,-0.021887,NA,0.71786,-0.707604,NA,-87.9,6,-0.2,-88.2,4,-0.2,0.3,2,0,0.2,0.7,0.1,5,0.2,-88.1,0.01,78.2021,0,0,0,0,0,0,NA,NA,0.43591,NA,NA,0.46617,0,0,56,0,0,18,0,0,38,-0.2021,5.0292,NA,0.111,-1.1001,NA,-46.6,-71.1,-0.2,-57.2,-87.7,-0.2,10.64,16.55,0,30,0.4103,53.6679,11.181,-51.9841,6.3335,-77.6391,6.0082,-1.5696,-1.4483,NA,-0.2279,-0.353,NA,27.2,165,-1.6,-9.5,66.2,-1.6,36.73,98.8,0,35,49.22926,153.05769,4.56523,9.82712,189.46649,122.03269,1289.8493,"C"
"10768","yes",-1.09209,-0.684748,NA,0.658847,-1.159179,NA,-87.8,5,-1.1,-88.1,4,-1.1,0.3,1,0,0.2,0.7,0.1,5.3,0.3,-88,0.01,0.2008,0,0,0,0,0,0,NA,NA,0.55844,NA,NA,-0.85841,0,0,37,0,0,35,0,0,2,-0.0386,3.1904,NA,-0.4587,-1.1367,NA,-47.7,-70.9,0,-60.4,-88.8,0,12.79,17.87,0,29,0.4596,52.647,17.4832,-53.2106,9.2709,-77.4167,10.2798,-1.675,-1.6765,NA,-0.1602,0.0169,NA,30.2,162,-1.7,-18.2,68.6,-1.7,48.4,93.4,0,34,30.8549,142.64706,38.07294,7.16078,335.97677,114.53333,1318.26987,"C"
"10793","yes",-1.81429,-0.853678,NA,0.509877,-0.314983,NA,-87.9,6,-1.8,-88,4,-1.8,0.1,2,0,0.3,0.7,0.1,4.5,0.3,-88,0,66,0,0,0,0,0,0,NA,NA,-1.5649,NA,NA,0.11656,0,0,37,0,0,13,0,0,24,1.3211,-0.0322,NA,0.6232,-0.1123,NA,-47.3,-70.3,1.3,-58.1,-86,1.3,10.81,15.69,0,29,0.4751,51.8306,21.4997,-53.511,4.4887,-77.8597,11.1283,-1.218,-1.0096,NA,-0.3763,-0.4884,NA,34.9,164,-1.2,-17.7,73.7,-1.2,52.6,90.3,0,34,41.17388,142.2,31.7551,12.8664,308.32964,129.728,826.73104,"C"
"10819","yes",-0.362443,-2.072661,NA,-0.0625,-0.132177,NA,-87.7,5,-0.4,-88,4,-0.4,0.3,1,0,0.3,0.9,0,4.5,0.2,-87.8,0.01,64.9056,0,0,0,0,0,0,NA,NA,-1.25775,NA,NA,-0.67545,0,0,37,0,0,14,0,0,23,0.1389,0.3085,NA,0.567,-0.3496,NA,-41.5,-72.1,0.1,-59.3,-89.1,0.1,17.78,17.02,0,28,0.9112,50.9181,32.1411,-52.8261,16.4948,-79.1285,12.9902,-0.4175,-0.2274,NA,0.9563,0.9953,NA,31.1,165,-0.4,-21,70.5,-0.4,52.1,94.5,0,28,20.9408,136.93617,30.88714,-5.1583,271.6346,98.15957,816.13029,"C"
"10844","yes",-1.486503,2.483682,NA,-0.14884,-1.140191,NA,-87.8,6,-1.5,-88.2,4,-1.5,0.4,2,0,0.2,0.4,0.2,4.4,0.2,-88,0.02,62.2294,0,0,0,0,0,0,NA,NA,-1.56135,NA,NA,0.41901,0,0,35,0,0,14,0,0,21,0.2453,-0.0163,NA,-0.4361,0.1812,NA,-44.8,-67.8,0.2,-61.8,-82.5,0.2,16.96,14.7,0,28,0.4561,55.0076,11.4982,-52.8087,13.0897,-75.7023,10.1562,-1.6626,-1.5723,NA,-0.051,0.3003,NA,38.2,169,-1.7,-14.8,70.4,-1.7,53,98.6,0,36,31.55689,139.85106,105.12951,12.03851,410.1963,113.65532,1446.29166,"C"
"10869","yes",-0.777217,-2.060105,NA,-0.971237,-0.189082,NA,-87.9,5,-0.8,-88.1,4,-0.8,0.2,1,0,0.3,1.1,0,4.6,0.1,-88,0.01,47.6718,0,0,0,0,0,0,NA,NA,0.84081,NA,NA,-1.46421,0,0,38,0,0,13,0,0,25,0.7053,-1.0798,NA,-0.0654,-0.1784,NA,-40.7,-69.5,0.7,-66.6,-88.1,0.7,25.89,18.67,0,30,1.3251,51.6648,111.693,-53.3143,28.2801,-77.5673,24.9304,-0.933,-1.0375,NA,-0.6368,-0.4605,NA,40.9,161,-0.9,-13.8,77.3,-0.9,54.7,83.7,0,33,55.82875,137.93182,63.32082,20.39841,315.95629,128.525,707.51494,"C"
"10936","yes",-0.90118,-1.075123,NA,-0.58458,-0.079627,NA,-87.8,5,-0.9,-88.1,3,-0.9,0.3,2,0,0.3,1.1,0,4.5,0.2,-87.9,0.01,74.306,0,0,0,0,0,0,NA,NA,-1.07936,NA,NA,-0.38364,0,0,43,0,0,13,0,0,30,0.9404,0.3015,NA,0.1661,0.0212,NA,-46.1,-66.8,0.9,-61.8,-88.6,0.9,15.73,21.81,0,29,0.981,50.2198,44.4615,-54.2936,8.9411,-78.4002,20.2552,-1.0682,-1.2913,NA,-0.6672,-0.4217,NA,39,167,-1.1,-19.4,71.8,-1.1,58.4,95.2,0,42,46.48626,139.63636,119.67865,17.98841,387.01322,128.27727,1037.02598,"C"
"10984","yes",0.078853,-1.83405,NA,-1.019542,-0.481246,NA,-88,5,0.1,-88.2,4,0.1,0.2,1,0,0.2,0.5,0.1,5.2,0.4,-88,0,42.0175,0,0,0,0,0,0,NA,NA,-0.50162,NA,NA,-0.83435,0,0,39,0,0,17,0,0,22,0.1098,0.7118,NA,0.1801,-0.6008,NA,-42.7,-67.8,0.1,-62,-89.6,0.1,19.31,21.77,0,30,1.1096,53.9001,67.0207,-52.4781,19.0327,-76.6396,22.6526,-1.4621,-0.9091,NA,0.4073,0.753,NA,38.8,154,-1.5,-20.7,70.4,-1.5,59.5,83.6,0,31,16.41917,132.84211,65.63534,2.96,499.32529,99.13509,781.17696,"C"
"11007","yes",-1.440025,-1.830899,NA,0.336633,-0.508639,NA,-87.7,5,-1.4,-88,4,-1.4,0.3,1,0,0.2,0.4,0,5.6,0.1,-87.9,0.01,70.1092,0,0,0,0,0,0,NA,NA,-1.40977,NA,NA,0.04567,0,0,39,0,0,12,0,0,27,-0.1499,-0.1511,NA,-0.1684,0.2476,NA,-45.9,-64.7,-0.1,-62.3,-88.8,-0.1,16.41,24.01,0,29,0.7067,51.2141,86.3997,-53.3222,15.1647,-78.1522,27.81,-0.1447,-1.3454,NA,0.7278,0.3062,NA,-16.6,87.5,-0.1,-18.2,82.7,-0.1,1.6,4.8,0,32,1.23113,129.38095,0.38792,-17.51905,0.14012,85.37381,2.09613,"C"
"11056","yes",-1.610954,-2.09229,NA,0.165832,0.098915,NA,-87.1,5,-1.6,-87.5,4,-1.6,0.4,1,0,0.3,1.2,0,3.7,0.7,-87.3,0.03,34.0325,0,0,0,0,0,0,NA,NA,2.21182,NA,NA,-1.76731,0,0,39,0,0,18,0,0,21,1.3203,0.2375,NA,-0.7428,0.0169,NA,-46.3,-68.7,1.3,-57.7,-81.2,1.3,11.43,12.52,0,30,0.3513,57.7884,15.7356,-51.5616,5.1889,-74.2877,7.1226,0.6167,-1.7701,NA,-1.2672,0.4738,NA,50.3,173,0.6,13.3,-180,0.6,37,353,0,25,48.90592,36.11905,23470.00987,37.55952,115.40003,-30.35714,20373.60105,"C"
"11083","yes",0.893767,3.466647,NA,-0.955776,1.562005,NA,-87.1,6,0.9,-87.8,3,0.9,0.7,3,0,0.2,1.1,0,3.6,1.3,-87.4,0.03,81.3687,0,0,0,0,0,0,NA,NA,-1.3561,NA,NA,0.34614,0,0,43,0,0,14,0,0,29,1.2729,-0.7073,NA,0.5242,0.2703,NA,-44.2,-69.1,1.3,-61.7,-82.8,1.3,17.49,13.72,0,29,0.553,52.4436,21.5825,-53.6667,11.6584,-77.1637,10.9251,-1.1188,9.1693,NA,0.572,-2.853,NA,43.3,177,-1.1,-17.4,-176,-1.1,60.7,353,0,21,88.03483,131.69811,112.63788,5.93302,414.09222,85.96981,4789.4483,"C"
"11142","yes",11.433318,7.259947,NA,3.595369,2.989812,NA,-87.8,5,11.4,-87.9,4,11.4,0.1,1,0,0.1,0.7,0,4.5,0.1,-87.9,0,47.1545,0,0,0,0,0,0,NA,NA,-0.05333,NA,NA,0.89352,0,0,37,0,0,12,0,0,25,-0.3401,0.8008,NA,-0.1292,0.9185,NA,-28.9,-41.5,-0.3,-58.4,-76.3,-0.3,29.46,34.81,0,28,1.2727,77.7969,64.1509,-42.8955,47.4001,-61.1489,54.1039,-0.9329,-1.2709,NA,0.106,-0.4565,NA,-7.6,91.7,-0.9,-9.8,89.2,-0.9,2.17,2.5,0,32,0.33636,132.82222,0.28586,-8.65067,0.37366,90.59778,0.7334,"C"
"11176","yes",-2.072661,7.214851,NA,0.132177,-0.434727,NA,-88.1,6,-2.1,-88.2,4,-2.1,0.1,2,0,0.1,0.1,0.2,6.9,0.6,-88.2,0,0.1582,0,0,0,0,0,0,NA,NA,0.65132,NA,NA,-1.62032,0,0,36,0,0,35,0,0,1,-0.6898,-0.1085,NA,-0.2654,-0.1619,NA,-26.6,-45,-0.7,-62.1,-85.7,-0.7,35.44,40.72,0,31,3.1443,74.7853,221.5247,-42.3511,88.2069,-63.9329,102.9099,-1.6649,-1.6574,NA,0.2093,-0.1743,NA,19.4,148,-1.7,-7.7,94.2,-1.7,27.1,53.8,0,31,13.08326,140.40426,23.55042,4.45021,104.95549,123.17447,399.56673,"C"
"11198","yes",-0.853953,NA,NA,-0.259575,NA,NA,-87.6,5,-0.9,-87.8,5,-0.9,0.2,0,0,0,0.7,0,4.7,0.2,-87.7,0,54.8386,0,0,0,0,0,0,NA,NA,-0.26857,NA,NA,-0.68465,0,0,44,0,0,15,0,0,29,-0.2386,0.9667,NA,0.1241,0.516,NA,-52.8,-72.3,-0.2,-56.2,-76.6,-0.2,3.33,4.29,0,28,0.0812,54.497,0.8704,-54.6944,0.5984,-74.6071,0.7884,1.247,0.0249,NA,-1.5153,-0.887,NA,18.7,129,1.2,14.6,125,1.2,4.1,4,0,34,16.56039,147.76087,0.80821,17.55652,1.2434,127.41304,1.31449,"C"
"11238","yes",0.801008,0.029569,NA,-0.109757,1.424773,NA,168,18,0.8,166,17,0.8,2,1,0,0.2,124.5,0.3,-43.3,0,166.9,0.27,8.8125,16.9608,9.4616,47.5588,98.4021,-34.9843,37.7049,-0.70821,-0.9159,-1.24273,-0.69759,0.44526,-0.46643,58.3,-23,28,23.8,-43.3,19,34.5,20.3,9,-1.775,-0.2751,NA,0.0066,-0.884,NA,11.1,-40.1,-1.8,-32.1,-96.7,-1.8,43.11,56.55,0,18,4.5725,94.8911,348.5622,-7.9592,222.6858,-59.2046,277.2085,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,30,45.01647,0,0,0,0,0,0,"C"
"11287","yes",-2.039849,7.770402,NA,0.2211,-3.072669,NA,165,18,-2,164,17,-2,1,1,0,0.1,126,0,-41.5,0,164.4,0.25,167.7142,-76.8723,8246.9412,-58.5766,703.4984,84.8511,7144.243,1.03838,-1.88997,-0.71642,1.46724,-0.38088,-0.91342,12,178,43,-88,-35.2,4,100,213.2,39,0.5746,0.0045,NA,0.6997,-0.3494,NA,-18.4,-100.1,0.6,-28.2,-114.6,0.6,9.81,14.49,0,23,0.9408,42.694,13.1711,-24.7272,4.7928,-106.8117,10.4065,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,43,26.30342,0,0,0,0,0,0,"C"
"11401","yes",-0.15095,0.876349,NA,1.362688,-1.685898,NA,162,18,-0.2,161,17,-0.2,1,1,0,0.2,127,0,-40.7,0.1,161.2,0.18,5.2959,-19.5776,15.413,-20.41,111.0299,-29.3857,33.8071,0.01388,-0.53429,-0.37965,1.11183,-0.73666,-0.76271,5,-22.7,16,-30.2,-42.8,7,35.18,20.1,9,-0.6211,0.887,NA,0.0669,0.5873,NA,-27.3,-84,-0.6,-36.8,-102.3,-0.6,9.51,18.29,0,15,0.4311,51.2188,22.4099,-31.9412,6.0119,-94.8339,15.0461,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,35,2.64711,0,0,0,0,0,0,"C"
"11425","yes",2.246234,7.770402,NA,2.037747,-3.072669,NA,162,18,2.2,161,17,2.2,1,1,0,0.1,127,0,-40.6,0,161.1,0.13,21.8677,-0.7853,10.9459,26.1719,101.4927,-61.2277,81.7442,-0.93301,-0.92629,-1.11419,-0.22991,0.21611,-0.10116,41.8,-43.7,29,6.3,-76.1,13,35.53,32.4,16,-0.1633,0.5604,NA,-0.8524,0.7286,NA,-25.2,-84.5,-0.2,-34.9,-98.2,-0.2,9.75,13.75,0,18,0.8039,55.759,13.6176,-28.5214,6.5151,-92.7283,9.8666,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,6.08696,0,0,0,0,0,0,"C"
"11472","yes",19.810708,NA,NA,-4.575081,NA,NA,161,18,19.8,160,18,19.8,1,0,0,0,127,0,-40.7,0,161,0.04,11.8434,-18.6109,26.4468,-42.1044,53.3936,-19.3,60.5264,-0.16063,-0.48233,-0.01548,0.87552,-0.79493,-0.89588,-23,-11,17,-49.6,-37.2,5,26.6,26.2,12,1.2173,-0.5028,NA,-1.1837,-0.0587,NA,-26.7,-92.3,1.2,-37.9,-105.7,1.2,11.16,13.4,0,17,0.2374,47.9736,12.227,-30.3154,6.3844,-98.7905,9.1363,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,52,8.93636,0,0,0,0,0,0,"C"
"11570","yes",NA,9.296951,NA,NA,-3.308673,NA,161,18,NA,161,17,NA,0,1,NA,0.1,127,0,-41.1,0,161,0,62.5239,-8.1108,20.891,1.606,800.9155,-64.4792,283.704,-1.62578,-1.22672,-1.62912,0.0173,0.33995,0.0635,38.8,-33.4,30,-37.1,-84.8,8,75.9,51.4,22,1.5584,4.0842,NA,-0.5718,-1.1404,NA,-20.9,-92.3,1.6,-38,-108.2,1.6,17.16,15.96,0,17,0.4456,48.7972,12.8781,-29.5632,9.1713,-98.4805,8.0467,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,42,14.41727,0,0,0,0,0,0,"C"
"11618","yes",-0.599303,0.961382,NA,1.195861,-1.708728,NA,162,18,-0.6,161,17,-0.6,1,1,0,0.2,127,0,-41.5,0,161.3,0.19,4.0988,-8.9298,0.7594,32.0932,24.8081,-77.0614,40.2941,-0.54013,-0.29445,-0.05931,-0.77867,0.88873,-0.84004,37.5,-62.1,28,20.2,-83.8,21,17.3,21.7,7,-0.0334,0.5601,NA,-0.8005,0.2987,NA,-24.3,-81.9,0,-32.7,-98.1,0,8.37,16.23,0,18,0.3298,58.5405,12.6095,-27.5615,4.2248,-90.6639,10.7114,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,38,8.77167,0,0,0,0,0,0,"C"
"11667","yes",-0.348747,2.392365,NA,-0.097005,-2.072286,NA,163,18,-0.3,161,17,-0.3,2,1,0,0.1,126.8,0.2,-41.7,0.1,162.2,0.35,23.84,-12.0188,3.3771,28.3375,275.0071,-76.4292,58.891,-0.14153,-0.51509,0.88396,-1.10297,0.69557,-1.34864,42.3,-58.7,29,-11.3,-85.4,11,53.6,26.7,18,-0.3032,-0.1157,NA,0.0881,-0.1317,NA,-25.4,-94.7,-0.3,-33.1,-104.7,-0.3,7.75,10.03,0,18,0.2939,47.2013,7.3752,-29.3849,3.5455,-100.0858,4.5971,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,43,14.91445,0,0,0,0,0,0,"C"
"11711","yes",-0.576684,-0.46164,NA,0.960632,-1.247745,NA,167,18,-0.6,162,17,-0.6,5,1,0,0.2,126,0.6,-42.2,0.8,163.3,3.06,62.2659,-16.8259,38.5797,4.7376,763.7593,-56.4852,528.4722,-1.35241,-1.4239,-1.45288,-0.33138,0.05601,0.07842,38.2,-23.2,31,-40.3,-88.8,7,78.5,65.6,24,0.9497,0.1654,NA,-0.693,-0.0474,NA,-24.7,-87.1,0.9,-42.6,-111.7,0.9,17.9,24.58,0,17,0.3396,44.4403,93.5947,-32.2709,12.9107,-100.0718,30.1542,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,49,5.03459,0,0,0,0,0,0,"C"
"11750","yes",-0.561297,4.769103,NA,-0.367763,2.561045,NA,167,18,-0.6,163,17,-0.6,4,1,0,0.1,124.6,0.2,-42.6,0.3,165.2,1.24,4.5677,-23.26,14.7429,-25.9373,183.8419,-35.4733,56.0997,0.01574,0.1847,0.22863,1.21211,-1.13544,-0.87457,6.1,-28.3,15,-36.5,-54.2,6,42.62,25.9,9,1.6888,-0.831,NA,0.0914,-0.1582,NA,-23.1,-93,1.7,-38,-106.7,1.7,14.86,13.77,0,16,0.3909,46.9096,24.0875,-30.7467,8.0497,-99.3871,12.5644,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,44,3.35859,0,0,0,0,0,0,"C"
"11776","yes",-0.694352,-1.1227,NA,-0.517409,0.963987,NA,166,18,-0.7,164,17,-0.7,2,1,0,0.2,124.2,0.4,-42.5,0.1,165.3,0.45,16.3616,-10.8644,1.1708,30.1084,76.0497,-81.64,154.7815,0.28249,-0.95561,0.4575,-1.20029,0.62956,-1.18842,37.8,-55.7,30,7.9,-94.9,15,29.91,39.2,15,-0.2561,-0.5486,NA,0.0621,0.1231,NA,-26.4,-87.8,-0.3,-36.2,-106.4,-0.3,9.83,18.59,0,17,0.3253,47.802,33.4062,-31.071,4.4096,-98.4132,23.1477,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,45,8.68182,0,0,0,0,0,0,"C"
"11847","yes",-0.080411,-1.894049,NA,1.308135,-0.419785,NA,165,18,-0.1,161,17,-0.1,4,1,0,0.2,126.4,0.3,-41.7,0,162,0.05,34.0066,-16.8279,21.8425,-0.4137,598.2593,-45.2256,211.811,-1.28714,-1.43085,-1.56449,-0.50371,-0.00184,-0.05413,35.5,-27.1,27,-36.4,-79.8,8,71.9,52.7,19,1.2792,1.1657,NA,0.4488,-0.341,NA,-25.6,-95,1.3,-36,-113.7,1.3,10.44,18.69,0,17,0.2326,42.5145,16.7292,-31.4182,4.1897,-102.828,10.4531,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,44,3.18272,0,0,0,0,0,0,"C"
"11864","yes",-2.040236,3.803369,NA,0.211689,-2.37691,NA,161,18,-2,160,17,-2,1,1,0,0.1,127,0,-40.7,0,160.4,0.25,34.5468,3.7863,49.23,12.8237,199.2852,-54.8041,157.7712,-0.4057,-0.78941,-0.91938,-0.74767,0.48664,-0.3799,30.5,-28,27,-20.2,-73.3,7,50.7,45.3,20,1.2208,0.5518,NA,-1.1542,-0.7036,NA,-26.3,-94.4,1.2,-37.7,-109.3,1.2,11.4,14.88,0,18,0.4507,47.185,22.2763,-29.7446,7.2632,-99.7735,10.7064,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,39,11.54422,0,0,0,0,0,0,"C"
"11957","yes",-0.06016,-1.735196,NA,-1.395122,0.603769,NA,167,18,-0.1,166,17,-0.1,1,1,0,0.2,124.6,0.2,-43,0,166.8,0.18,93.8944,-7.615,979.5185,-39.9689,1068.6866,0.5753,1073.9783,-1.25179,-0.00484,-1.33312,0.3413,1.04553,0.28718,20.4,80.5,36,-79.5,-31.7,7,99.9,112.2,29,0.1275,-0.2378,NA,-0.3188,-0.1231,NA,-24,-89,0.1,-37.4,-108.2,0.1,13.36,19.16,0,17,0.6563,47.9932,16.6784,-30.4035,9.0449,-98.7143,20.4454,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,0,0,NA,48,60.04683,0,0,0,0,0,0,"C"
"11975","yes",-1.108493,-1.851307,NA,-0.557116,-0.475418,NA,-1.6,18,-1.1,-3.1,17,-1.1,1.58,1,0,0.2,117.6,0.3,14.2,0.1,-1.9,0.07,34.3983,-74.3686,93.5746,-30.0114,2.9269,39.0826,195.6106,1.92617,-0.86232,-0.93222,1.66092,-0.7157,-0.64702,-9.6,53.4,41,-32.3,-38.5,5,22.67,91.9,36,4.4338,1.3998,NA,0.5521,1.2239,NA,12.3,103.8,4.4,-81.2,9.5,4.4,93.54,94.36,0,8,2.9025,-94.6092,456.8472,-46.9681,128.2114,33.2274,446.8733,-1.0925,-0.0073,NA,-0.4457,1.2203,NA,32.8,176,-1.1,1.2,-180,-1.1,31.6,356,0,12,78.6521,9.57886,310.04271,21.34914,115.4652,-99.02857,788.99975,"C"
"12000","yes",-1.135878,-2.039849,NA,-0.670293,-0.2211,NA,-1.4,18,-1.1,-2.4,17,-1.1,0.96,1,0,0.3,117.7,0.2,14,0.1,-1.8,0.11,18.0971,-36.6085,9.9269,19.0611,60.0286,-95.434,235.4814,-0.5177,-0.56678,0.69121,-0.72301,0.68604,-1.21842,27.7,-59,33,0.2,-113,16,27.48,54,17,0.2254,0.6236,NA,0.1297,-0.114,NA,-36.5,35,0.2,-48.7,8.6,0.2,12.18,26.39,0,9,0.2655,-108.2528,9.6371,-42.4134,7.3779,22.1352,28.6507,-0.7327,18.4678,NA,0.559,-4.2907,NA,20.1,180,-0.7,-12.6,-178,-0.7,32.7,358,0,51,17.81036,-50.71064,3.91749,-0.56106,92.79238,133.21277,4603.99722,"C"
"12020","yes",-1.453776,2.949202,NA,0.068612,-2.194794,NA,-1,18,-1.5,-2.1,17,-1.5,1.06,1,0,0.1,118.3,0.2,13.8,0,-1.6,0.11,179.3716,-59.6273,408.5444,-21.6127,54.4944,12.8507,1344.4889,0.47793,-1.19921,-1.35178,1.2254,-0.41288,-0.16813,-1.9,57,42,-28.8,-55.7,2,26.9,112.7,40,1.2043,-0.2572,NA,-1.0423,0.2836,NA,-36.7,39.5,1.2,-57.7,13.8,1.2,20.99,25.68,0,7,0.4286,-105.233,38.5865,-43.6175,21.1346,25.6517,38.3872,-0.5271,-0.0489,NA,-0.7481,1.2207,NA,35.1,177,-0.5,4.4,-180,-0.5,30.74,357,0,9,125.5111,-11.26318,798.05488,25.18614,79.16221,-56.96136,13716.42661,"C"
